YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2020,1,1,0.0,28.2,21.0,86
2020,1,2,0.0,29.0,19.9,86
2020,1,3,0.4,27.0,20.1,84
2020,1,4,0.2,27.0,21.0,91
2020,1,5,0.0,28.7,20.7,81
2020,1,6,0.0,29.5,21.0,80
2020,1,7,0.0,30.7,20.4,81
2020,1,8,-1.0,30.6,22.0,78
2020,1,9,-1.0,28.0,21.6,89
2020,1,10,2.4,27.5,21.8,90
2020,1,11,0.2,28.0,22.4,90
2020,1,12,1.2,26.3,20.5,90
2020,1,13,0.1,26.4,20.4,91
2020,1,14,2.3,28.0,20.8,89
2020,1,15,1.0,27.6,19.3,86
2020,1,16,0.0,29.6,20.2,80
2020,1,17,0.0,30.2,20.7,83
2020,1,18,0.0,27.8,19.8,84
2020,1,19,0.0,30.3,20.5,82
2020,1,20,1.7,29.0,20.9,85
2020,1,21,1.2,26.0,19.6,93
2020,1,22,0.0,30.5,21.0,71
2020,1,23,0.0,31.2,20.5,71
2020,1,24,0.6,30.2,20.5,82
2020,1,25,-1.0,27.2,22.0,90
2020,1,26,0.0,32.0,22.5,82
2020,1,27,0.0,31.0,21.0,78
2020,1,28,0.0,30.4,20.2,78
2020,1,29,0.0,28.2,18.7,84
2020,1,30,0.0,27.8,17.2,83
2020,1,31,0.0,24.6,17.7,74
2020,2,1,-1.0,26.1,18.4,78
2020,2,2,0.2,26.8,18.5,79
2020,2,3,-1.0,28.4,15.3,78
2020,2,4,-1.0,29.8,17.0,75
2020,2,5,1.2,26.0,20.4,91
2020,2,6,0.2,27.0,21.0,91
2020,2,7,0.0,31.3,21.7,81
2020,2,8,0.2,26.9,19.8,87
2020,2,9,0.0,25.2,18.0,83
2020,2,10,0.0,26.8,19.0,83
2020,2,11,0.0,30.0,17.2,71
2020,2,12,0.0,30.8,18.0,74
2020,2,13,0.0,31.6,19.0,75
2020,2,14,0.0,32.0,20.8,70
2020,2,15,0.0,32.4,19.6,71
2020,2,16,0.0,33.5,21.0,71
2020,2,17,-1.0,26.7,20.4,79
2020,2,18,-1.0,25.0,18.2,79
2020,2,19,0.0,25.5,17.0,83
2020,2,20,0.0,27.0,18.0,77
2020,2,21,1.0,27.7,20.0,88
2020,2,22,0.0,29.6,16.9,74
2020,2,23,0.7,25.0,20.0,87
2020,2,24,1.1,28.7,22.0,87
2020,2,25,0.0,30.4,20.2,79
2020,2,26,0.0,31.5,21.3,76
2020,2,27,0.0,31.2,19.2,75
2020,2,28,0.0,32.4,18.8,73
2020,2,29,0.0,33.5,21.0,70
2020,3,1,0.0,34.3,21.8,75
2020,3,2,0.0,32.7,22.2,71
2020,3,3,0.0,31.8,21.2,67
2020,3,4,0.0,32.2,22.0,70
2020,3,5,0.0,32.3,20.8,75
2020,3,6,0.0,31.6,21.2,72
2020,3,7,0.0,34.5,22.4,71
2020,3,8,0.0,35.5,23.8,73
2020,3,9,27.8,35.0,23.4,77
2020,3,10,-1.0,33.4,23.3,80
2020,3,11,0.0,33.0,23.9,76
2020,3,12,0.0,33.7,21.2,68
2020,3,13,0.0,34.0,22.2,72
2020,3,14,0.0,33.0,22.1,73
2020,3,15,0.0,-999.0,21.8,78
2020,3,16,0.0,-999.0,19.9,71
2020,3,17,0.0,32.6,21.4,71
2020,3,18,0.0,33.6,21.0,69
2020,3,19,0.0,35.6,21.8,69
2020,3,20,0.0,35.3,21.3,67
2020,3,21,0.0,36.0,23.0,65
2020,3,22,0.0,36.7,23.6,65
2020,3,23,0.0,35.7,22.8,72
2020,3,24,0.0,35.5,23.0,67
2020,3,25,0.0,34.5,22.2,62
2020,3,26,-1.0,34.6,23.5,63
2020,3,27,0.0,35.3,23.0,65
2020,3,28,0.0,36.5,24.8,70
2020,3,29,0.0,34.5,23.1,72
2020,3,30,0.0,36.9,23.5,64
2020,3,31,0.0,37.0,24.0,65
2020,4,1,0.0,36.4,24.1,70
2020,4,2,0.0,37.0,25.0,68
2020,4,3,0.0,36.5,23.2,61
2020,4,4,0.0,36.6,24.0,63
2020,4,5,0.0,35.0,24.0,67
2020,4,6,0.0,35.5,24.6,69
2020,4,7,5.8,36.6,23.5,71
2020,4,8,0.0,34.0,23.8,72
2020,4,9,0.0,35.0,23.8,74
2020,4,10,0.0,31.8,23.0,73
2020,4,11,0.0,36.1,23.5,72
2020,4,12,0.0,34.8,23.1,69
2020,4,13,-1.0,27.6,20.6,79
2020,4,14,0.0,29.0,21.7,75
2020,4,15,0.0,35.8,24.2,67
2020,4,16,0.0,34.1,23.8,71
2020,4,17,0.0,36.0,24.5,67
2020,4,18,-1.0,37.2,24.2,73
2020,4,19,0.0,38.0,26.1,67
2020,4,20,0.0,37.6,25.2,67
2020,4,21,0.0,38.7,25.2,67
2020,4,22,0.0,38.2,26.0,69
2020,4,23,0.0,36.4,25.9,76
2020,4,24,0.0,34.6,24.7,72
2020,4,25,0.0,34.5,25.2,72
2020,4,26,0.0,37.1,25.5,67
2020,4,27,0.0,37.0,25.0,68
2020,4,28,0.0,33.8,24.4,76
2020,4,29,7.0,35.8,23.8,77
