YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2021,1,1,0.0,25.0,19.5,87
2021,1,2,0.4,26.8,20.0,86
2021,1,3,1.0,26.4,21.6,93
2021,1,4,0.0,28.7,22.1,87
2021,1,5,4.5,27.2,21.6,95
2021,1,6,0.0,28.0,21.2,87
2021,1,7,0.0,27.9,21.0,89
2021,1,8,0.0,26.4,19.0,87
2021,1,9,0.0,25.8,18.2,82
2021,1,10,0.0,26.3,19.2,79
2021,1,11,0.0,27.0,16.7,83
2021,1,12,0.0,27.2,18.7,82
2021,1,13,0.0,26.9,19.9,85
2021,1,14,0.0,25.0,21.0,90
2021,1,15,0.0,27.2,21.0,85
2021,1,16,0.2,28.2,19.5,79
2021,1,17,1.2,26.2,20.0,89
2021,1,18,-1.0,25.4,20.0,89
2021,1,19,0.0,26.7,20.4,91
2021,1,20,29.3,26.7,22.0,92
2021,1,21,11.8,26.7,22.8,95
2021,1,22,1.3,31.0,23.0,91
2021,1,23,0.3,28.3,22.0,91
2021,1,24,0.2,26.6,21.8,92
2021,1,25,1.8,26.4,22.1,94
2021,1,26,0.3,27.0,21.9,94
2021,1,27,0.0,27.9,21.5,83
2021,1,28,0.0,29.5,18.8,74
2021,1,29,-1.0,26.8,18.8,81
2021,1,30,-1.0,26.2,18.5,80
2021,1,31,0.3,25.2,18.5,86
2021,2,1,-1.0,28.0,17.1,83
2021,2,2,0.0,28.6,17.5,79
2021,2,3,0.0,27.0,19.0,82
2021,2,4,0.1,23.1,19.5,92
2021,2,5,0.0,28.0,20.2,83
2021,2,6,-1.0,28.5,21.0,84
2021,2,7,6.4,27.0,22.0,91
2021,2,8,13.0,27.8,21.5,93
2021,2,9,2.2,26.8,21.0,89
2021,2,10,1.3,26.9,21.0,91
2021,2,11,0.0,30.6,21.5,85
2021,2,12,0.0,27.2,20.2,81
2021,2,13,0.0,30.0,19.0,78
2021,2,14,0.0,29.6,20.0,82
2021,2,15,0.0,29.4,20.6,75
2021,2,16,0.0,30.5,20.7,77
2021,2,17,0.0,30.9,20.9,74
2021,2,18,0.0,24.6,17.6,81
2021,2,19,0.0,26.0,16.7,75
2021,2,20,0.0,26.7,17.7,77
2021,2,21,0.0,27.3,18.5,74
2021,2,22,14.3,29.2,20.4,82
2021,2,23,5.5,28.1,22.9,90
2021,2,24,0.5,32.3,23.8,87
2021,2,25,0.0,32.7,23.7,83
2021,2,26,0.0,33.5,23.7,81
2021,2,27,0.0,33.0,22.2,80
2021,2,28,0.0,32.3,23.1,80
2021,3,1,0.0,32.4,23.2,80
2021,3,2,0.0,33.2,23.4,79
2021,3,3,-1.0,30.9,22.1,81
2021,3,4,0.0,31.2,21.5,80
2021,3,5,0.0,33.0,22.4,75
2021,3,6,0.0,33.4,22.3,74
2021,3,7,0.0,32.9,21.5,76
2021,3,8,0.0,32.5,21.4,74
2021,3,9,0.0,32.2,20.0,74
2021,3,10,-1.0,31.6,21.4,71
2021,3,11,0.0,30.0,21.6,84
2021,3,12,0.0,32.4,22.0,76
2021,3,13,-1.0,32.0,21.5,75
2021,3,14,0.0,27.0,22.0,86
2021,3,15,8.1,29.2,22.9,84
2021,3,16,0.4,29.7,23.5,89
2021,3,17,4.7,33.8,24.3,82
2021,3,18,-1.0,33.7,24.4,84
2021,3,19,-1.0,31.7,24.0,84
2021,3,20,6.3,34.2,23.7,82
2021,3,21,1.8,33.2,23.0,83
2021,3,22,3.9,26.9,21.4,92
2021,3,23,-1.0,26.1,22.1,91
2021,3,24,0.2,30.2,22.6,87
2021,3,25,0.0,33.1,23.0,80
2021,3,26,0.0,33.2,23.2,79
2021,3,27,0.0,34.0,23.4,75
2021,3,28,0.0,35.4,24.2,76
2021,3,29,0.0,35.0,24.2,77
2021,3,30,0.0,35.2,25.0,77
2021,3,31,0.0,35.1,23.8,72
2021,4,1,0.0,35.7,23.4,72
2021,4,2,0.0,35.7,22.5,73
2021,4,3,0.0,35.4,23.2,71
2021,4,4,-1.0,34.4,23.0,73
2021,4,5,-1.0,30.7,22.3,80
2021,4,6,0.0,32.4,21.4,73
2021,4,7,0.0,32.1,21.2,71
2021,4,8,0.0,33.0,23.0,70
2021,4,9,0.0,32.3,22.3,73
2021,4,10,0.0,32.5,21.3,72
2021,4,11,0.0,32.6,21.5,71
2021,4,12,0.0,35.0,23.5,70
2021,4,13,0.0,34.0,22.5,76
2021,4,14,0.0,36.0,24.8,72
2021,4,15,0.0,36.6,25.0,68
2021,4,16,0.0,36.2,23.8,69
2021,4,17,0.0,35.4,22.6,72
2021,4,18,0.0,32.2,21.7,75
2021,4,19,0.2,26.0,21.6,87
2021,4,20,3.7,28.7,23.0,91
2021,4,21,8.6,28.0,23.8,94
2021,4,22,1.4,30.8,25.0,79
2021,4,23,-999.0,-999.0,-999.0,-999
2021,4,24,-999.0,-999.0,-999.0,-999
2021,4,25,-999.0,-999.0,-999.0,-999
2021,4,26,-999.0,-999.0,-999.0,-999
2021,4,27,-999.0,-999.0,-999.0,-999
2021,4,28,-999.0,-999.0,-999.0,-999
2021,4,29,-999.0,-999.0,-999.0,-999
2021,4,30,-999.0,-999.0,-999.0,-999
2021,5,1,-999.0,-999.0,-999.0,-999
2021,5,2,-999.0,-999.0,-999.0,-999
2021,5,3,-999.0,-999.0,-999.0,-999
2021,5,4,-999.0,-999.0,-999.0,-999
2021,5,5,-999.0,-999.0,-999.0,-999
2021,5,6,-999.0,-999.0,-999.0,-999
2021,5,7,-999.0,-999.0,-999.0,-999
2021,5,8,-999.0,-999.0,-999.0,-999
2021,5,9,0.0,37.3,25.6,68
2021,5,10,0.0,39.2,26.2,63
2021,5,11,4.0,38.8,25.4,67
2021,5,12,0.0,39.2,25.3,65
2021,5,13,0.0,39.0,24.2,60
2021,5,14,0.0,39.0,25.0,55
2021,5,15,0.0,38.8,25.6,61
2021,5,16,0.0,39.7,26.1,56
2021,5,17,0.0,39.9,25.0,58
2021,5,18,0.0,38.7,26.2,60
2021,5,19,0.0,39.2,25.3,58
2021,5,20,0.0,40.2,25.7,61
2021,5,21,0.0,40.1,26.5,61
2021,5,22,0.0,39.7,26.2,63
2021,5,23,11.6,38.3,25.8,67
2021,5,24,0.0,38.4,24.7,63
2021,5,25,0.0,38.7,26.2,65
2021,5,26,0.0,39.1,26.0,62
2021,5,27,0.0,40.0,27.4,59
2021,5,28,0.0,40.2,26.8,65
2021,5,29,0.0,40.3,27.1,60
2021,5,30,0.0,39.7,26.9,59
2021,5,31,0.0,40.1,27.2,60
2021,6,1,0.0,40.3,26.3,61
2021,6,2,0.0,36.8,26.6,70
2021,6,3,0.0,38.0,27.8,60
2021,6,4,0.0,39.7,25.7,56
2021,6,5,3.6,40.2,26.5,68
2021,6,6,0.0,36.9,25.6,70
2021,6,7,0.0,38.9,25.2,68
2021,6,8,0.0,35.2,25.2,76
2021,6,9,-1.0,34.0,24.8,78
2021,6,10,4.6,38.0,25.7,68
2021,6,11,0.0,37.5,25.1,67
2021,6,12,0.0,37.2,25.7,67
2021,6,13,15.0,37.0,24.8,82
2021,6,14,-1.0,35.8,24.8,75
2021,6,15,16.8,37.0,25.5,77
2021,6,16,3.7,37.2,24.0,73
2021,6,17,0.0,37.5,24.3,70
2021,6,18,0.0,37.7,25.6,66
2021,6,19,0.0,38.1,25.0,64
2021,6,20,0.0,37.9,24.8,63
2021,6,21,5.6,38.4,24.7,71
2021,6,22,0.4,36.8,24.0,71
2021,6,23,18.6,36.7,24.1,77
2021,6,24,3.1,35.0,24.3,78
2021,6,25,0.0,33.5,23.6,78
2021,6,26,10.0,36.7,24.8,76
2021,6,27,12.1,35.9,23.6,77
2021,6,28,0.5,36.3,23.5,82
2021,6,29,0.0,35.9,24.7,72
2021,6,30,0.0,36.6,24.7,71
2021,7,1,6.1,37.6,23.7,78
2021,7,2,0.0,35.3,25.0,77
2021,7,3,13.0,32.2,24.7,86
2021,7,4,2.4,33.7,25.8,79
2021,7,5,2.9,35.7,24.8,80
2021,7,6,0.0,35.5,25.0,75
2021,7,7,0.1,35.8,25.5,76
2021,7,8,0.0,36.5,26.1,69
2021,7,9,0.0,36.7,25.4,65
2021,7,10,0.1,37.6,25.0,69
2021,7,11,0.6,36.0,25.5,75
2021,7,12,0.0,37.2,25.2,72
2021,7,13,-1.0,36.0,24.5,73
2021,7,14,15.4,35.7,25.3,78
2021,7,15,3.5,36.2,24.3,81
2021,7,16,0.0,35.6,25.7,78
2021,7,17,3.2,36.2,24.7,80
2021,7,18,0.6,35.3,25.7,81
2021,7,19,38.4,35.0,24.8,84
2021,7,20,1.0,33.0,25.2,83
2021,7,21,0.0,33.8,25.5,79
2021,7,22,0.0,34.0,25.5,78
2021,7,23,0.0,34.0,26.0,77
2021,7,24,10.6,32.6,25.2,90
2021,7,25,-1.0,34.4,25.9,84
2021,7,26,0.0,35.0,26.4,77
2021,7,27,1.0,35.1,25.2,81
2021,7,28,9.2,31.3,25.5,89
2021,7,29,9.5,35.2,25.2,81
2021,7,30,-1.0,34.3,26.3,78
2021,7,31,1.0,35.1,26.2,78
2021,8,1,1.6,36.0,25.0,77
2021,8,2,0.0,32.6,25.1,81
2021,8,3,0.0,34.7,25.7,82
2021,8,4,0.0,35.7,26.5,68
2021,8,5,1.6,37.6,26.2,67
2021,8,6,0.0,37.5,27.0,65
2021,8,7,0.0,37.7,26.4,68
2021,8,8,0.0,36.2,24.5,73
2021,8,9,6.6,35.3,25.2,83
2021,8,10,0.3,34.2,25.7,83
2021,8,11,12.1,34.7,23.8,82
2021,8,12,-1.0,30.0,24.4,88
2021,8,13,13.0,35.3,23.2,80
2021,8,14,-1.0,34.5,23.8,81
2021,8,15,11.6,27.5,23.8,94
2021,8,16,0.0,32.8,23.0,85
2021,8,17,0.0,35.5,25.5,76
2021,8,18,0.0,35.3,24.7,79
2021,8,19,0.0,35.0,24.4,77
2021,8,20,14.2,34.7,24.4,78
2021,8,21,-1.0,35.4,25.0,79
2021,8,22,0.0,34.1,24.1,81
2021,8,23,0.8,34.3,23.2,76
2021,8,24,1.0,34.7,23.7,82
2021,8,25,0.0,34.5,23.5,77
2021,8,26,8.0,35.0,23.1,78
2021,8,27,-1.0,32.0,23.9,86
2021,8,28,1.7,30.0,24.5,91
2021,8,29,1.6,34.3,24.1,82
2021,8,30,6.3,33.5,24.3,82
