YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2022,1,1,0.0,-999.0,20.1,78
2022,1,2,0.0,-999.0,20.0,79
2022,1,3,0.0,-999.0,18.6,81
2022,1,4,0.0,-999.0,20.0,79
2022,1,5,0.0,-999.0,21.2,80
2022,1,6,0.0,-999.0,20.2,83
2022,1,7,0.0,-999.0,21.0,84
2022,1,8,0.0,-999.0,21.3,80
2022,1,9,0.0,-999.0,21.4,81
2022,1,10,0.0,-999.0,20.5,82
2022,1,11,0.0,-999.0,18.1,86
2022,1,12,-1.0,-999.0,19.0,85
2022,1,13,0.0,-999.0,19.2,85
2022,1,14,0.0,-999.0,19.7,82
2022,1,15,0.4,-999.0,20.0,88
2022,1,16,0.0,-999.0,19.7,80
2022,1,17,0.0,-999.0,17.8,70
2022,1,18,0.0,-999.0,18.5,79
2022,1,19,-1.0,-999.0,20.1,79
2022,1,20,-1.0,-999.0,21.9,84
2022,1,21,5.6,-999.0,21.8,89
2022,1,22,0.8,26.8,20.9,92
2022,1,23,0.4,31.9,21.5,82
2022,1,24,0.0,31.9,22.4,84
2022,1,25,1.4,29.8,20.0,86
2022,1,26,16.9,28.8,22.5,87
2022,1,27,8.1,27.4,22.9,93
2022,1,28,24.2,32.0,23.0,86
2022,1,29,-1.0,31.2,23.5,83
2022,1,30,8.2,24.7,20.7,95
2022,1,31,1.6,26.2,21.1,87
2022,2,1,0.0,28.2,21.0,86
2022,2,2,0.0,31.1,19.0,76
2022,2,3,0.0,31.6,19.5,80
2022,2,4,0.0,30.0,21.2,80
2022,2,5,0.0,28.3,21.0,82
2022,2,6,1.8,27.4,20.9,89
2022,2,7,0.0,28.0,21.2,85
2022,2,8,0.0,31.4,22.4,80
2022,2,9,0.0,31.1,21.5,82
2022,2,10,-1.0,27.8,20.2,84
2022,2,11,-1.0,28.3,20.2,80
2022,2,12,-1.0,30.0,21.3,80
2022,2,13,0.0,30.0,22.5,83
2022,2,14,0.0,30.9,22.3,80
2022,2,15,-1.0,28.1,21.5,80
2022,2,16,0.0,27.4,20.7,82
2022,2,17,0.0,29.7,21.4,78
2022,2,18,0.0,31.1,22.5,79
2022,2,19,0.0,32.7,23.2,78
2022,2,20,-1.0,28.3,21.0,86
2022,2,21,10.9,27.0,21.0,90
2022,2,22,13.6,26.0,22.0,93
2022,2,23,0.0,28.0,22.0,88
2022,2,24,-1.0,27.0,21.4,86
2022,2,25,0.2,27.4,21.5,83
2022,2,26,0.4,27.0,19.5,89
2022,2,27,1.9,29.5,20.2,82
2022,2,28,0.0,32.3,21.7,78
2022,3,1,0.0,32.0,20.2,78
2022,3,2,0.0,31.9,20.5,76
2022,3,3,-1.0,30.1,20.6,80
2022,3,4,0.0,34.3,21.9,72
2022,3,5,0.0,33.2,21.5,76
2022,3,6,0.0,32.0,20.2,73
2022,3,7,0.0,32.8,21.7,72
2022,3,8,0.0,25.8,20.2,83
2022,3,9,0.0,27.0,20.2,81
2022,3,10,0.0,29.4,21.7,75
2022,3,11,1.8,31.2,23.3,79
2022,3,12,1.1,30.0,22.5,86
2022,3,13,0.0,33.2,23.2,76
2022,3,14,0.0,33.7,23.7,75
2022,3,15,0.0,32.9,23.8,80
2022,3,16,3.5,30.2,24.4,89
2022,3,17,3.0,31.8,23.0,90
2022,3,18,1.8,33.7,22.4,78
2022,3,19,0.0,33.1,23.4,80
