YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2020,1,1,0.0,31.0,19.4,78
2020,1,2,0.0,30.1,18.4,83
2020,1,3,0.0,29.4,18.0,84
2020,1,4,0.0,30.0,18.0,84
2020,1,5,1.1,29.0,18.5,80
2020,1,6,0.0,28.8,17.8,87
2020,1,7,0.0,28.9,16.5,83
2020,1,8,0.8,30.8,18.0,78
2020,1,9,-1.0,28.5,17.7,83
2020,1,10,0.0,32.1,21.5,76
2020,1,11,0.4,31.3,20.5,81
2020,1,12,1.2,29.5,19.9,83
2020,1,13,0.0,31.0,17.9,82
2020,1,14,2.3,31.0,17.6,80
2020,1,15,0.4,32.2,18.0,79
2020,1,16,0.2,33.0,16.2,76
2020,1,17,0.0,32.4,16.2,75
2020,1,18,0.0,31.5,16.5,72
2020,1,19,0.0,33.5,16.5,73
2020,1,20,3.6,26.0,16.0,83
2020,1,21,0.0,31.8,14.1,67
2020,1,22,0.7,30.7,18.0,79
2020,1,23,0.1,28.5,17.0,81
2020,1,24,0.7,30.2,21.5,86
2020,1,25,0.0,31.0,18.5,79
2020,1,26,0.0,32.5,19.2,79
2020,1,27,11.6,31.0,19.0,89
2020,1,28,5.4,32.2,18.2,82
2020,1,29,0.0,33.1,18.0,73
2020,1,30,0.0,31.0,16.5,76
2020,1,31,0.0,32.4,17.0,68
2020,2,1,0.0,32.5,16.6,76
2020,2,2,0.0,31.0,15.8,71
2020,2,3,0.0,32.2,14.5,75
2020,2,4,0.0,30.5,15.3,72
2020,2,5,0.2,31.8,18.0,79
2020,2,6,3.8,27.5,21.0,89
2020,2,7,10.6,28.5,21.0,86
2020,2,8,0.0,30.5,16.0,76
2020,2,9,0.0,31.5,16.2,75
2020,2,10,3.0,28.4,16.5,89
2020,2,11,0.0,28.5,16.1,75
2020,2,12,0.0,30.6,18.0,76
2020,2,13,7.4,25.5,17.7,91
2020,2,14,-1.0,29.0,19.0,83
2020,2,15,0.0,30.5,16.4,80
2020,2,16,0.0,30.5,16.0,78
2020,2,17,1.2,29.5,17.0,82
2020,2,18,0.0,28.5,15.4,74
2020,2,19,0.0,30.8,16.0,73
2020,2,20,-1.0,31.0,16.6,70
2020,2,21,0.0,30.6,18.0,71
2020,2,22,0.0,32.2,17.0,72
2020,2,23,0.0,33.0,15.8,65
2020,2,24,0.0,31.1,16.5,74
2020,2,25,-1.0,29.0,17.0,80
2020,2,26,0.0,31.0,18.0,68
2020,2,27,1.4,31.0,16.7,77
2020,2,28,1.8,29.4,21.0,87
2020,2,29,0.0,28.5,17.5,79
2020,3,1,0.0,32.5,17.0,75
2020,3,2,-1.0,33.0,14.8,74
2020,3,3,0.0,32.4,17.0,76
2020,3,4,0.0,33.4,19.0,76
2020,3,5,2.2,30.0,20.0,78
2020,3,6,24.4,31.0,22.0,81
2020,3,7,9.6,33.0,17.8,79
2020,3,8,0.0,32.5,17.5,76
2020,3,9,0.0,32.5,14.8,75
2020,3,10,0.0,32.1,17.5,76
2020,3,11,0.0,33.2,19.1,68
2020,3,12,0.0,32.5,17.0,65
2020,3,13,0.0,31.5,17.5,74
2020,3,14,0.0,33.5,16.5,70
2020,3,15,0.0,33.0,16.0,74
2020,3,16,0.0,32.5,16.0,68
2020,3,17,0.2,30.0,18.0,72
2020,3,18,0.0,29.0,16.5,76
2020,3,19,0.0,32.5,17.0,65
2020,3,20,0.0,33.0,17.5,71
2020,3,21,0.0,32.0,19.5,78
2020,3,22,0.6,29.0,18.0,81
2020,3,23,0.0,31.2,19.5,75
2020,3,24,31.5,30.4,19.5,79
2020,3,25,0.0,32.0,19.0,74
2020,3,26,-1.0,30.0,18.0,75
2020,3,27,1.4,31.0,20.0,75
2020,3,28,0.0,28.5,20.0,85
2020,3,29,0.0,33.0,18.2,76
2020,3,30,0.0,32.5,18.0,73
2020,3,31,0.0,33.0,16.0,75
2020,4,1,0.0,33.2,19.6,59
2020,4,2,0.0,33.2,16.0,66
2020,4,3,0.0,30.5,17.5,72
2020,4,4,0.0,32.4,18.0,66
2020,4,5,0.0,32.0,17.8,68
2020,4,6,0.0,34.0,17.5,68
2020,4,7,-1.0,33.5,17.5,69
2020,4,8,0.1,33.5,18.5,73
2020,4,9,0.0,29.6,18.5,78
2020,4,10,0.0,33.8,15.0,63
2020,4,11,0.0,34.5,15.0,57
2020,4,12,0.0,34.0,17.5,62
2020,4,13,0.0,34.0,18.0,70
2020,4,14,0.0,33.5,18.5,67
2020,4,15,3.6,34.0,18.0,75
2020,4,16,0.0,33.8,19.2,71
2020,4,17,6.0,32.0,18.0,82
2020,4,18,2.0,28.6,17.5,79
2020,4,19,4.4,25.0,18.5,89
2020,4,20,11.4,32.2,18.0,81
2020,4,21,0.0,33.0,16.0,72
2020,4,22,0.0,32.5,19.0,72
2020,4,23,0.4,32.5,19.0,76
2020,4,24,0.0,31.5,20.0,76
2020,4,25,0.0,33.0,16.6,67
2020,4,26,0.5,31.0,17.1,81
2020,4,27,0.0,32.0,17.0,70
2020,4,28,0.0,33.0,18.2,73
2020,4,29,0.0,33.2,19.8,73
2020,4,30,0.3,27.0,18.0,82
2020,5,1,0.0,33.0,19.0,67
2020,5,2,0.0,30.5,18.8,68
2020,5,3,10.8,23.8,18.0,91
2020,5,4,0.0,33.0,20.6,75
2020,5,5,0.0,34.0,21.0,65
2020,5,6,1.4,34.0,21.0,75
2020,5,7,0.0,34.0,19.0,70
2020,5,8,0.0,34.0,21.0,71
2020,5,9,0.0,32.0,19.6,75
2020,5,10,1.4,31.4,18.0,74
2020,5,11,17.6,30.5,18.0,84
2020,5,12,1.2,29.0,18.5,86
2020,5,13,0.0,32.0,19.0,76
2020,5,14,15.7,30.5,20.0,87
2020,5,15,23.0,33.0,21.5,81
2020,5,16,0.0,32.5,21.0,77
2020,5,17,1.4,31.5,21.0,77
2020,5,18,2.0,31.0,19.0,80
2020,5,19,0.2,31.0,20.0,81
2020,5,20,5.8,32.5,19.0,78
2020,5,21,3.6,34.0,20.5,74
2020,5,22,35.4,30.5,19.5,85
2020,5,23,26.2,32.0,18.5,84
2020,5,24,0.0,33.0,19.0,74
2020,5,25,0.0,33.0,18.0,75
2020,5,26,0.4,32.0,20.0,77
2020,5,27,0.0,33.0,18.8,75
2020,5,28,0.0,32.5,20.0,77
2020,5,29,23.0,34.0,20.0,75
2020,5,30,6.6,31.5,19.0,81
2020,5,31,0.0,29.5,19.2,84
2020,6,1,2.4,30.5,20.9,82
2020,6,2,0.0,29.5,18.0,83
2020,6,3,1.6,32.0,19.2,80
2020,6,4,0.0,33.0,19.4,75
2020,6,5,0.0,32.0,18.4,74
