YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2022,1,1,0.0,29.6,19.0,82
2022,1,2,0.0,28.0,19.4,84
2022,1,3,1.2,29.1,18.0,85
2022,1,4,0.0,31.4,19.4,76
2022,1,5,0.0,32.0,18.8,71
2022,1,6,0.0,32.6,19.0,76
2022,1,7,0.0,32.5,19.5,78
2022,1,8,0.0,34.0,18.0,75
2022,1,9,0.2,32.0,17.5,83
2022,1,10,0.0,33.0,17.5,80
2022,1,11,0.0,33.6,17.5,75
2022,1,12,0.2,32.5,21.0,78
2022,1,13,6.7,28.0,19.5,87
2022,1,14,0.0,29.5,18.0,79
2022,1,15,2.8,30.5,19.0,78
2022,1,16,24.6,28.5,19.0,92
2022,1,17,0.2,29.8,19.3,81
2022,1,18,0.8,30.8,18.8,79
2022,1,19,0.0,29.0,17.0,84
2022,1,20,0.0,32.0,15.8,78
2022,1,21,0.0,32.5,18.5,77
2022,1,22,0.0,31.5,18.5,77
2022,1,23,-1.0,30.0,19.0,82
2022,1,24,4.2,30.4,19.5,84
2022,1,25,9.6,28.4,19.9,89
2022,1,26,0.0,30.8,19.4,82
2022,1,27,8.6,32.5,18.0,79
2022,1,28,1.2,31.6,18.0,82
2022,1,29,0.0,32.5,20.0,76
2022,1,30,0.0,31.0,18.0,78
2022,1,31,0.0,33.8,18.4,76
2022,2,1,0.0,30.3,17.4,83
2022,2,2,0.0,31.0,18.0,81
2022,2,3,7.2,31.0,19.0,74
2022,2,4,5.7,26.0,17.8,87
2022,2,5,0.0,30.5,19.5,76
2022,2,6,0.0,30.0,17.5,76
2022,2,7,3.0,30.0,18.0,79
2022,2,8,20.3,28.5,19.0,85
2022,2,9,9.0,30.5,19.0,82
2022,2,10,0.0,29.0,19.8,85
2022,2,11,6.4,27.5,19.0,87
2022,2,12,0.6,31.0,18.0,84
2022,2,13,0.0,28.8,17.1,83
2022,2,14,0.0,31.2,16.6,83
2022,2,15,5.6,29.6,17.4,84
2022,2,16,0.0,33.0,16.0,77
2022,2,17,0.0,31.5,16.9,80
2022,2,18,2.2,29.8,19.0,82
2022,2,19,8.6,25.0,17.0,92
2022,2,20,23.0,27.5,17.1,90
2022,2,21,0.0,29.5,17.9,81
2022,2,22,0.3,29.4,15.4,83
2022,2,23,0.0,30.5,19.0,80
2022,2,24,26.6,29.0,18.0,81
2022,2,25,4.6,25.5,19.0,90
2022,2,26,6.8,28.0,19.0,85
