YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2024,1,1,1.4,33.0,20.0,82
2024,1,2,0.6,28.5,21.0,93
2024,1,3,0.0,31.5,19.0,83
2024,1,4,0.0,33.0,16.0,81
2024,1,5,0.0,34.0,17.5,77
2024,1,6,2.0,29.0,20.3,87
2024,1,7,0.0,33.5,19.6,79
2024,1,8,0.6,32.5,20.5,84
2024,1,9,1.6,29.5,20.5,88
2024,1,10,0.0,33.5,20.8,77
2024,1,11,0.0,33.5,19.0,78
2024,1,12,0.0,34.0,19.0,80
2024,1,13,0.8,31.0,18.4,85
2024,1,14,5.8,28.4,20.0,89
2024,1,15,22.8,31.0,20.5,86
2024,1,16,0.2,28.0,19.0,88
2024,1,17,0.2,29.5,20.5,85
2024,1,18,2.0,28.0,19.5,88
2024,1,19,1.6,29.0,19.5,86
2024,1,20,0.0,30.5,20.0,82
2024,1,21,10.4,31.0,19.0,83
2024,1,22,0.0,31.5,19.0,83
2024,1,23,0.0,31.0,17.4,85
2024,1,24,8.5,33.0,20.0,83
2024,1,25,0.0,31.0,17.0,82
2024,1,26,5.4,29.3,17.0,92
2024,1,27,0.0,30.0,18.8,84
2024,1,28,0.0,27.5,19.8,86
2024,1,29,0.4,27.5,20.5,88
2024,1,30,8.2,25.5,20.5,92
2024,1,31,50.4,25.0,19.3,93
2024,2,1,20.6,29.5,20.2,88
2024,2,2,0.2,30.6,18.0,85
2024,2,3,1.9,31.0,20.0,84
2024,2,4,2.6,30.5,16.4,86
2024,2,5,0.0,32.1,18.0,79
2024,2,6,0.0,31.0,19.2,82
2024,2,7,22.6,29.5,19.5,86
2024,2,8,7.6,30.5,20.5,83
2024,2,9,0.0,31.8,17.0,87
2024,2,10,2.1,30.2,17.8,84
2024,2,11,0.0,31.5,18.5,80
2024,2,12,0.0,30.5,17.0,79
2024,2,13,0.0,31.5,19.5,75
2024,2,14,0.0,32.5,15.4,76
2024,2,15,-1.0,32.4,19.6,77
2024,2,16,0.6,30.2,17.0,91
2024,2,17,-1.0,32.0,20.0,81
2024,2,18,1.8,29.0,17.0,87
2024,2,19,1.4,31.0,18.0,83
2024,2,20,0.0,32.5,18.5,81
2024,2,21,8.6,31.0,20.8,86
2024,2,22,22.2,29.0,20.2,89
2024,2,23,1.6,28.5,20.0,85
2024,2,24,0.1,33.0,17.0,81
2024,2,25,0.0,29.5,17.5,85
2024,2,26,0.0,32.0,20.5,73
2024,2,27,0.0,29.5,19.0,77
2024,2,28,-1.0,30.5,20.8,76
2024,2,29,2.4,31.0,20.2,83
2024,3,1,0.0,31.8,18.2,83
2024,3,2,0.0,32.5,17.0,80
2024,3,3,0.0,33.0,17.0,79
2024,3,4,0.0,32.5,17.8,72
2024,3,5,0.0,33.5,20.0,74
2024,3,6,0.0,33.8,18.0,77
2024,3,7,0.0,34.1,16.4,72
2024,3,8,-1.0,31.4,19.8,80
2024,3,9,0.0,29.0,18.8,83
2024,3,10,0.0,32.0,15.8,78
2024,3,11,0.0,33.0,16.4,71
2024,3,12,1.2,31.0,20.8,82
2024,3,13,0.0,33.5,17.2,73
2024,3,14,0.0,32.0,19.5,76
2024,3,15,-1.0,31.5,15.8,80
2024,3,16,0.0,32.5,17.0,79
2024,3,17,0.0,33.5,16.0,78
2024,3,18,0.4,33.5,17.0,68
2024,3,19,0.0,33.0,17.3,71
2024,3,20,0.0,34.6,18.0,71
2024,3,21,-1.0,33.8,19.0,74
2024,3,22,0.0,32.0,16.5,79
2024,3,23,0.0,33.2,17.0,80
2024,3,24,0.0,32.5,18.8,68
2024,3,25,0.0,34.5,20.6,72
2024,3,26,1.0,34.0,19.8,78
2024,3,27,1.5,35.0,19.8,76
2024,3,28,2.4,33.5,21.0,83
2024,3,29,12.2,29.2,17.8,91
2024,3,30,-1.0,33.0,19.5,77
2024,3,31,0.0,33.0,15.5,78
2024,4,1,0.0,34.5,18.5,62
2024,4,2,-1.0,31.5,19.0,76
2024,4,3,0.0,34.5,19.8,71
2024,4,4,0.0,33.5,19.5,74
2024,4,5,-1.0,33.0,19.0,77
2024,4,6,0.0,29.5,17.2,84
2024,4,7,0.0,33.5,14.5,78
2024,4,8,0.0,34.0,17.0,65
2024,4,9,0.2,35.0,20.2,70
2024,4,10,0.4,31.0,16.8,79
2024,4,11,0.0,34.7,17.5,71
