YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2021,1,1,1.1,26.8,18.0,90
2021,1,2,3.2,29.0,16.2,84
2021,1,3,5.4,29.0,14.9,86
2021,1,4,6.0,28.5,19.0,88
2021,1,5,0.0,27.5,19.0,86
2021,1,6,0.6,27.0,19.1,89
2021,1,7,4.1,28.1,18.6,93
2021,1,8,0.0,32.0,20.0,83
2021,1,9,0.8,30.0,19.6,82
2021,1,10,9.8,29.5,19.0,86
2021,1,11,7.1,23.2,18.5,96
2021,1,12,30.2,27.5,19.0,93
2021,1,13,0.0,31.5,19.6,82
2021,1,14,69.8,29.6,18.5,94
2021,1,15,0.8,28.1,19.0,92
2021,1,16,5.6,32.1,19.0,86
2021,1,17,3.6,28.5,18.6,88
2021,1,18,3.9,24.5,19.2,94
2021,1,19,0.2,31.2,19.8,87
2021,1,20,89.6,28.9,19.2,90
2021,1,21,2.0,29.5,19.0,82
2021,1,22,6.4,28.5,19.0,90
2021,1,23,7.0,28.5,19.6,88
2021,1,24,0.0,32.0,17.6,80
2021,1,25,0.0,31.6,16.5,77
2021,1,26,0.0,31.0,16.0,75
2021,1,27,0.0,29.5,14.6,80
2021,1,28,5.7,30.6,18.7,85
2021,1,29,0.0,29.5,17.0,85
2021,1,30,0.2,29.5,16.0,85
2021,1,31,12.8,30.0,15.5,82
2021,2,1,2.2,27.5,15.0,88
2021,2,2,8.0,27.5,14.5,90
2021,2,3,0.6,28.0,16.6,82
2021,2,4,1.1,29.1,18.1,86
2021,2,5,3.1,31.2,15.4,84
2021,2,6,0.0,33.0,17.5,81
2021,2,7,20.9,28.5,17.0,89
2021,2,8,0.0,26.5,15.0,91
2021,2,9,1.2,31.4,19.0,80
2021,2,10,31.2,33.0,19.0,76
2021,2,11,0.0,29.5,18.7,83
2021,2,12,23.6,30.0,17.5,86
2021,2,13,42.0,30.5,18.0,85
2021,2,14,97.5,30.0,18.2,84
2021,2,15,-1.0,32.8,18.0,81
2021,2,16,3.2,31.0,17.5,86
2021,2,17,2.6,30.0,10.4,78
2021,2,18,-1.0,28.6,17.2,83
2021,2,19,-1.0,28.8,19.0,85
2021,2,20,2.0,23.3,16.0,94
2021,2,21,11.2,22.0,16.0,95
2021,2,22,0.0,30.0,18.0,81
2021,2,23,36.6,34.0,15.0,75
2021,2,24,0.0,30.0,16.5,85
2021,2,25,0.0,33.3,19.0,79
2021,2,26,21.0,33.3,18.0,77
2021,2,27,0.0,33.0,19.0,84
2021,2,28,4.6,29.5,17.5,86
2021,3,1,0.0,33.4,16.0,78
2021,3,2,0.0,33.5,16.0,69
2021,3,3,0.0,31.0,17.0,72
2021,3,4,0.0,31.5,17.5,76
2021,3,5,0.0,30.5,18.0,76
2021,3,6,0.0,31.5,15.0,71
