YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2023,1,1,0.0,24.8,16.7,76
2023,1,2,0.0,24.6,16.6,83
2023,1,3,0.4,21.2,15.8,81
2023,1,4,0.0,22.5,16.3,74
2023,1,5,12.2,21.3,16.2,84
2023,1,6,15.4,18.2,14.6,95
2023,1,7,0.0,21.2,13.0,80
2023,1,8,0.0,21.2,12.6,80
2023,1,9,0.0,23.8,13.8,76
2023,1,10,0.0,21.4,13.7,83
2023,1,11,0.0,22.4,13.4,82
2023,1,12,0.0,24.4,14.0,75
2023,1,13,0.0,22.4,14.2,86
2023,1,14,0.0,24.9,15.0,78
2023,1,15,0.0,24.8,16.2,82
2023,1,16,0.0,22.0,15.2,84
2023,1,17,0.0,23.4,14.0,78
2023,1,18,0.0,22.0,14.0,83
2023,1,19,0.0,25.2,14.0,77
2023,1,20,0.0,24.2,15.0,77
2023,1,21,0.0,23.5,15.4,91
2023,1,22,0.0,22.2,14.8,95
2023,1,23,0.0,25.2,15.2,81
2023,1,24,0.0,24.2,13.0,89
2023,1,25,0.0,20.6,12.7,90
2023,1,26,0.0,23.0,14.6,97
2023,1,27,-1.0,23.5,14.0,93
2023,1,28,0.0,21.9,12.2,95
2023,1,29,0.0,20.6,12.9,97
2023,1,30,0.0,22.4,12.8,89
2023,1,31,0.0,23.3,14.3,79
2023,2,1,0.0,24.2,16.0,85
2023,2,2,0.0,24.6,15.6,81
2023,2,3,0.0,23.7,14.0,78
2023,2,4,0.0,23.7,13.0,79
2023,2,5,0.0,24.6,15.6,76
2023,2,6,0.0,24.4,16.4,79
2023,2,7,12.2,24.2,16.5,89
2023,2,8,3.3,23.0,14.5,85
2023,2,9,0.0,25.0,14.0,68
2023,2,10,0.0,25.4,14.3,51
2023,2,11,0.0,24.2,15.2,74
2023,2,12,0.0,25.0,15.7,86
2023,2,13,0.0,24.6,13.5,84
2023,2,14,0.0,23.8,12.2,72
2023,2,15,0.0,24.0,14.0,71
2023,2,16,0.0,22.2,10.0,71
2023,2,17,0.0,23.4,13.0,63
2023,2,18,0.0,22.8,15.6,86
2023,2,19,20.0,21.8,16.6,90
2023,2,20,14.6,21.4,16.4,96
2023,2,21,3.4,21.0,13.0,92
2023,2,22,0.0,22.6,15.0,92
2023,2,23,0.0,21.6,15.2,95
2023,2,24,0.0,24.6,16.4,90
2023,2,25,0.0,23.4,15.0,92
2023,2,26,0.0,24.0,14.0,83
2023,2,27,0.0,22.0,12.6,88
2023,2,28,0.0,24.2,13.3,85
2023,3,1,0.0,24.6,14.8,84
2023,3,2,0.0,22.6,12.0,82
2023,3,3,0.0,21.5,12.2,90
