YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,RH
2022,1,1,0.0,21.4,11.0,74
2022,1,2,0.0,22.0,12.0,69
2022,1,3,0.0,22.6,11.0,79
2022,1,4,0.0,22.4,14.0,66
2022,1,5,0.0,21.4,14.6,84
2022,1,6,0.0,19.8,13.5,87
2022,1,7,0.0,22.6,12.4,82
2022,1,8,0.0,23.0,13.6,75
2022,1,9,0.0,21.8,13.5,79
2022,1,10,0.0,24.6,12.2,74
2022,1,11,0.0,20.6,11.8,80
2022,1,12,0.0,21.2,12.6,81
2022,1,13,0.0,22.2,12.0,81
2022,1,14,0.0,23.0,11.8,79
2022,1,15,0.0,21.8,11.0,78
2022,1,16,0.0,23.2,11.7,77
2022,1,17,0.0,23.5,12.0,76
2022,1,18,0.0,23.6,13.6,77
2022,1,19,0.0,23.6,14.0,78
2022,1,20,0.2,22.8,14.0,82
2022,1,21,-1.0,22.6,14.2,88
2022,1,22,4.0,23.2,14.5,84
2022,1,23,0.0,22.3,15.4,91
2022,1,24,-1.0,24.5,15.0,90
2022,1,25,0.0,21.6,15.1,83
2022,1,26,0.0,23.8,16.9,78
2022,1,27,2.0,23.8,15.6,86
2022,1,28,34.2,25.0,16.0,86
2022,1,29,0.0,22.6,16.0,87
2022,1,30,44.7,18.8,13.2,95
2022,1,31,0.0,23.7,13.0,76
2022,2,1,0.0,23.8,13.9,84
2022,2,2,0.0,24.4,15.7,61
2022,2,3,0.0,25.2,15.0,76
2022,2,4,-1.0,24.6,14.0,89
2022,2,5,0.0,22.4,14.0,82
2022,2,6,0.0,23.2,14.5,76
2022,2,7,0.2,24.2,16.0,89
2022,2,8,0.0,22.4,15.0,85
2022,2,9,0.0,22.6,15.0,87
2022,2,10,0.0,22.6,14.0,82
2022,2,11,0.0,22.4,12.4,80
2022,2,12,0.0,23.4,14.5,81
2022,2,13,0.0,23.6,16.2,90
2022,2,14,7.0,22.1,15.4,94
2022,2,15,0.2,23.2,15.0,89
2022,2,16,5.4,20.4,14.9,94
2022,2,17,11.0,22.8,14.8,90
2022,2,18,15.2,22.6,15.0,90
2022,2,19,0.0,24.4,15.6,83
2022,2,20,0.0,24.7,15.0,87
2022,2,21,0.0,24.5,16.0,88
2022,2,22,0.0,23.6,15.8,82
2022,2,23,0.0,23.6,15.6,83
2022,2,24,0.0,23.2,14.5,83
2022,2,25,0.0,22.4,14.0,84
2022,2,26,0.0,23.2,14.0,86
2022,2,27,0.0,25.0,14.4,74
2022,2,28,0.0,25.6,15.0,66
2022,3,1,0.0,26.4,15.5,70
2022,3,2,0.0,26.6,15.5,66
2022,3,3,0.0,25.2,15.0,73
2022,3,4,0.0,25.0,15.0,75
